row_id,series,region,score,ratio,active,category,notes,url
229,series_8,emea,8473,0.229,false,extended,"row 229 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/229
230,series_9,amer,8510,0.230,true,stress,"row 230 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/230
231,series_10,latam,8547,0.231,false,delta,"row 231 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/231
232,series_11,apac,8584,0.232,true,baseline,"row 232 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/232
233,series_12,emea,8621,0.233,false,extended,"row 233 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/233
234,series_13,amer,8658,0.234,true,stress,"row 234 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/234
235,series_14,latam,8695,0.235,false,delta,"row 235 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/235
236,series_15,apac,8732,0.236,true,baseline,"row 236 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/236
237,series_16,emea,8769,0.237,false,extended,"row 237 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/237
238,series_0,amer,8806,0.238,true,stress,"row 238 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/238
239,series_1,latam,8843,0.239,false,delta,"row 239 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/239
240,series_2,apac,8880,0.240,true,baseline,"row 240 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/240
241,series_3,emea,8917,0.241,false,extended,"row 241 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/241
242,series_4,amer,8954,0.242,true,stress,"row 242 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/242
243,series_5,latam,8991,0.243,false,delta,"row 243 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/243
244,series_6,apac,9028,0.244,true,baseline,"row 244 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/244
245,series_7,emea,9065,0.245,false,extended,"row 245 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/245
246,series_8,amer,9102,0.246,true,stress,"row 246 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/246
247,series_9,latam,9139,0.247,false,delta,"row 247 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/247
248,series_10,apac,9176,0.248,true,baseline,"row 248 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/248
249,series_11,emea,9213,0.249,false,extended,"row 249 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/249
250,series_12,amer,9250,0.250,true,stress,"row 250 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/250
251,series_13,latam,9287,0.251,false,delta,"row 251 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/251
252,series_14,apac,9324,0.252,true,baseline,"row 252 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/252
253,series_15,emea,9361,0.253,false,extended,"row 253 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/253
254,series_16,amer,9398,0.254,true,stress,"row 254 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/254
255,series_0,latam,9435,0.255,false,delta,"row 255 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/255
256,series_1,apac,9472,0.256,true,baseline,"row 256 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/256
257,series_2,emea,9509,0.257,false,extended,"row 257 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/257
258,series_3,amer,9546,0.258,true,stress,"row 258 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/258
259,series_4,latam,9583,0.259,false,delta,"row 259 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/259
260,series_5,apac,9620,0.260,true,baseline,"row 260 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/260
261,series_6,emea,9657,0.261,false,extended,"row 261 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/261
262,series_7,amer,9694,0.262,true,stress,"row 262 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/262
263,series_8,latam,9731,0.263,false,delta,"row 263 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/263
264,series_9,apac,9768,0.264,true,baseline,"row 264 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/264
265,series_10,emea,9805,0.265,false,extended,"row 265 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/265
266,series_11,amer,9842,0.266,true,stress,"row 266 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/266
267,series_12,latam,9879,0.267,false,delta,"row 267 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/267
268,series_13,apac,9916,0.268,true,baseline,"row 268 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/268
269,series_14,emea,9953,0.269,false,extended,"row 269 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/269
270,series_15,amer,9990,0.270,true,stress,"row 270 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/270
271,series_16,latam,10027,0.271,false,delta,"row 271 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/271
272,series_0,apac,10064,0.272,true,baseline,"row 272 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/272
273,series_1,emea,10101,0.273,false,extended,"row 273 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/273
274,series_2,amer,10138,0.274,true,stress,"row 274 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/274
275,series_3,latam,10175,0.275,false,delta,"row 275 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/275
276,series_4,apac,10212,0.276,true,baseline,"row 276 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/276
277,series_5,emea,10249,0.277,false,extended,"row 277 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/277
278,series_6,amer,10286,0.278,true,stress,"row 278 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/278
279,series_7,latam,10323,0.279,false,delta,"row 279 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/279
280,series_8,apac,10360,0.280,true,baseline,"row 280 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/280
281,series_9,emea,10397,0.281,false,extended,"row 281 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/281
282,series_10,amer,10434,0.282,true,stress,"row 282 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/282
283,series_11,latam,10471,0.283,false,delta,"row 283 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/283
284,series_12,apac,10508,0.284,true,baseline,"row 284 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/284
285,series_13,emea,10545,0.285,false,extended,"row 285 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/285
286,series_14,amer,10582,0.286,true,stress,"row 286 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/286
287,series_15,latam,10619,0.287,false,delta,"row 287 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/287
288,series_16,apac,10656,0.288,true,baseline,"row 288 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/288
289,series_0,emea,10693,0.289,false,extended,"row 289 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/289
290,series_1,amer,10730,0.290,true,stress,"row 290 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/290
291,series_2,latam,10767,0.291,false,delta,"row 291 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/291
292,series_3,apac,10804,0.292,true,baseline,"row 292 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/292
293,series_4,emea,10841,0.293,false,extended,"row 293 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/293
294,series_5,amer,10878,0.294,true,stress,"row 294 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/294
295,series_6,latam,10915,0.295,false,delta,"row 295 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/295
296,series_7,apac,10952,0.296,true,baseline,"row 296 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/296
297,series_8,emea,10989,0.297,false,extended,"row 297 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/297
298,series_9,amer,11026,0.298,true,stress,"row 298 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/298
299,series_10,latam,11063,0.299,false,delta,"row 299 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/299
300,series_11,apac,11100,0.300,true,baseline,"row 300 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/300
301,series_12,emea,11137,0.301,false,extended,"row 301 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/301
302,series_13,amer,11174,0.302,true,stress,"row 302 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/302
303,series_14,latam,11211,0.303,false,delta,"row 303 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/303
304,series_15,apac,11248,0.304,true,baseline,"row 304 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/304
305,series_16,emea,11285,0.305,false,extended,"row 305 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/305
306,series_0,amer,11322,0.306,true,stress,"row 306 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/306
307,series_1,latam,11359,0.307,false,delta,"row 307 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/307
308,series_2,apac,11396,0.308,true,baseline,"row 308 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/308
309,series_3,emea,11433,0.309,false,extended,"row 309 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/309
310,series_4,amer,11470,0.310,true,stress,"row 310 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/310
311,series_5,latam,11507,0.311,false,delta,"row 311 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/311
312,series_6,apac,11544,0.312,true,baseline,"row 312 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/312
313,series_7,emea,11581,0.313,false,extended,"row 313 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/313
314,series_8,amer,11618,0.314,true,stress,"row 314 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/314
315,series_9,latam,11655,0.315,false,delta,"row 315 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/315
